,checking_account,duration,credit_history,purpose,credit_amount,savings_account,present_employment_since,installment_rate,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age,installment_plans,housing,credits,job,number_people_maitenance,telephone,foreign,risk
761,<0,18,critical,furniture/equipment,2124,<100,1<=x<4,4,female_divorced/separated/married,None,4,real_estate,24,None,rent,2,skilled,1,none,yes,bad
762,<0,12,existing_credits_paid,radio/tv,2214,<100,1<=x<4,4,male_single,None,3,savings_insurance,24,None,own,1,unskilled,1,none,yes,good
763,None,21,critical,car_new,12680,unknown,>=7,4,male_single,None,4,unknown,30,None,for_free,1,management,1,yes,yes,bad
764,None,24,critical,car_new,2463,100<=x<500,4<=x<7,4,male_married/widowed,None,3,savings_insurance,27,None,own,2,skilled,1,yes,yes,good
765,0<=x<200,12,existing_credits_paid,radio/tv,1155,<100,>=7,3,male_married/widowed,guarantor,3,real_estate,40,bank,own,2,unskilled,1,none,yes,good
766,<0,30,existing_credits_paid,furniture/equipment,3108,<100,<1,2,male_divorced/separated,None,4,savings_insurance,31,None,own,1,unskilled,1,none,yes,bad
767,None,10,existing_credits_paid,car_used,2901,unknown,<1,1,female_divorced/separated/married,None,4,real_estate,31,None,rent,1,skilled,1,none,yes,good
768,0<=x<200,12,critical,furniture/equipment,3617,<100,>=7,1,male_single,None,4,car_other,28,None,rent,3,skilled,1,yes,yes,good
769,None,12,critical,radio/tv,1655,<100,>=7,2,male_single,None,4,real_estate,63,None,own,2,unskilled,1,yes,yes,good
770,<0,24,existing_credits_paid,car_used,2812,unknown,>=7,2,female_divorced/separated/married,None,4,real_estate,26,None,rent,1,skilled,1,none,yes,good
771,<0,36,critical,education,8065,<100,1<=x<4,3,female_divorced/separated/married,None,2,unknown,25,None,own,2,management,1,yes,yes,bad
772,None,21,critical,car_used,3275,<100,>=7,1,male_single,None,4,car_other,36,None,own,1,management,1,yes,yes,good
773,None,24,critical,radio/tv,2223,100<=x<500,>=7,4,male_single,None,4,savings_insurance,52,bank,own,2,skilled,1,none,yes,good
774,>=200,12,critical,car_new,1480,500<=x<1000,unemployed,2,male_single,None,4,unknown,66,bank,for_free,3,unemployed,1,none,yes,good
775,<0,24,existing_credits_paid,car_new,1371,unknown,1<=x<4,4,female_divorced/separated/married,None,4,real_estate,25,None,rent,1,skilled,1,none,yes,bad
776,None,36,critical,car_new,3535,<100,4<=x<7,4,male_single,None,4,car_other,37,None,own,2,skilled,1,yes,yes,good
777,<0,18,existing_credits_paid,radio/tv,3509,<100,4<=x<7,4,female_divorced/separated/married,guarantor,1,real_estate,25,None,own,1,skilled,1,none,yes,good
778,None,36,critical,car_used,5711,>=1000,>=7,4,male_single,None,2,car_other,38,None,own,2,management,1,yes,yes,good
779,0<=x<200,18,existing_credits_paid,repairs,3872,<100,unemployed,2,female_divorced/separated/married,None,4,car_other,67,None,own,1,skilled,1,yes,yes,good
780,0<=x<200,39,critical,radio/tv,4933,<100,4<=x<7,2,male_single,guarantor,2,real_estate,25,None,own,2,skilled,1,none,yes,bad
781,None,24,critical,car_new,1940,>=1000,>=7,4,male_single,None,4,real_estate,60,None,own,1,skilled,1,yes,yes,good
782,0<=x<200,12,no_credits_taken,retraining,1410,<100,1<=x<4,2,male_single,None,2,real_estate,31,None,own,1,unskilled,1,yes,yes,good
783,0<=x<200,12,existing_credits_paid,car_new,836,100<=x<500,<1,4,female_divorced/separated/married,None,2,savings_insurance,23,bank,own,1,unskilled,1,none,yes,bad
784,0<=x<200,20,existing_credits_paid,car_used,6468,unknown,unemployed,1,male_divorced/separated,None,4,real_estate,60,None,own,1,management,1,yes,yes,good
785,0<=x<200,18,existing_credits_paid,business,1941,>=1000,1<=x<4,4,male_single,None,2,savings_insurance,35,None,own,1,unskilled,1,yes,yes,good
786,None,22,existing_credits_paid,radio/tv,2675,500<=x<1000,>=7,3,male_single,None,4,car_other,40,None,own,1,skilled,1,none,yes,good
787,None,48,critical,car_used,2751,unknown,>=7,4,male_single,None,3,car_other,38,None,own,2,skilled,2,yes,yes,good
788,0<=x<200,48,delay_in_past,education,6224,<100,>=7,4,male_single,None,4,unknown,50,None,for_free,1,skilled,1,none,yes,bad
789,<0,40,critical,education,5998,<100,1<=x<4,4,male_single,None,3,unknown,27,bank,own,1,skilled,1,yes,yes,bad
790,0<=x<200,21,existing_credits_paid,business,1188,<100,>=7,2,female_divorced/separated/married,None,4,savings_insurance,39,None,own,1,skilled,2,none,yes,bad
791,None,24,existing_credits_paid,car_used,6313,unknown,>=7,3,male_single,None,4,car_other,41,None,own,1,management,2,yes,yes,good
792,None,6,critical,furniture/equipment,1221,unknown,1<=x<4,1,male_married/widowed,None,2,savings_insurance,27,None,own,2,skilled,1,none,yes,good
793,>=200,24,existing_credits_paid,furniture/equipment,2892,<100,>=7,3,male_divorced/separated,None,4,unknown,51,None,for_free,1,skilled,1,none,yes,good
794,None,24,existing_credits_paid,furniture/equipment,3062,500<=x<1000,>=7,4,male_single,None,3,unknown,32,None,rent,1,skilled,1,yes,yes,good
795,None,9,existing_credits_paid,furniture/equipment,2301,100<=x<500,<1,2,female_divorced/separated/married,None,4,savings_insurance,22,None,rent,1,skilled,1,none,yes,good
796,<0,18,existing_credits_paid,car_used,7511,unknown,>=7,1,male_single,None,4,savings_insurance,51,None,for_free,1,skilled,2,yes,yes,bad
797,None,12,critical,furniture/equipment,1258,<100,<1,2,female_divorced/separated/married,None,4,savings_insurance,22,None,rent,2,unskilled,1,none,yes,good
798,None,24,delay_in_past,car_new,717,unknown,>=7,4,male_married/widowed,None,4,car_other,54,None,own,2,skilled,1,yes,yes,good
799,0<=x<200,9,existing_credits_paid,car_new,1549,unknown,<1,4,male_single,None,2,real_estate,35,None,own,1,unemployed,1,none,yes,good
800,None,24,critical,education,1597,<100,>=7,4,male_single,None,4,unknown,54,None,for_free,2,skilled,2,none,yes,good
801,0<=x<200,18,critical,radio/tv,1795,<100,>=7,3,female_divorced/separated/married,guarantor,4,real_estate,48,bank,rent,2,unskilled,1,yes,yes,good
802,<0,20,critical,furniture/equipment,4272,<100,>=7,1,female_divorced/separated/married,None,4,savings_insurance,24,None,own,2,skilled,1,none,yes,good
803,None,12,critical,radio/tv,976,unknown,>=7,4,male_single,None,4,car_other,35,None,own,2,skilled,1,none,yes,good
804,0<=x<200,12,existing_credits_paid,car_new,7472,unknown,unemployed,1,female_divorced/separated/married,None,2,real_estate,24,None,rent,1,unemployed,1,none,yes,good
805,<0,36,existing_credits_paid,car_new,9271,<100,4<=x<7,2,male_single,None,1,car_other,24,None,own,1,skilled,1,yes,yes,bad
806,0<=x<200,6,existing_credits_paid,radio/tv,590,<100,<1,3,male_married/widowed,None,3,real_estate,26,None,own,1,unskilled,1,none,no,good
807,None,12,critical,radio/tv,930,unknown,>=7,4,male_single,None,4,real_estate,65,None,own,4,skilled,1,none,yes,good
808,0<=x<200,42,all_credits_paid_bank,car_used,9283,<100,unemployed,1,male_single,None,2,unknown,55,bank,for_free,1,management,1,yes,yes,good
809,0<=x<200,15,no_credits_taken,car_new,1778,<100,<1,2,female_divorced/separated/married,None,1,real_estate,26,None,rent,2,unemployed,1,none,yes,bad
810,0<=x<200,8,existing_credits_paid,business,907,<100,<1,3,male_married/widowed,None,2,real_estate,26,None,own,1,skilled,1,yes,yes,good
811,0<=x<200,6,existing_credits_paid,radio/tv,484,<100,4<=x<7,3,male_married/widowed,guarantor,3,real_estate,28,bank,own,1,unskilled,1,none,yes,good
812,<0,36,critical,car_used,9629,<100,4<=x<7,4,male_single,None,4,car_other,24,None,own,2,skilled,1,yes,yes,bad
813,<0,48,existing_credits_paid,domestic_appliances,3051,<100,1<=x<4,3,male_single,None,4,car_other,54,None,own,1,skilled,1,none,yes,bad
814,<0,48,existing_credits_paid,car_new,3931,<100,4<=x<7,4,male_single,None,4,unknown,46,None,for_free,1,skilled,2,none,yes,bad
815,0<=x<200,36,delay_in_past,car_new,7432,<100,1<=x<4,2,female_divorced/separated/married,None,2,savings_insurance,54,None,rent,1,skilled,1,none,yes,good
816,None,6,existing_credits_paid,domestic_appliances,1338,500<=x<1000,1<=x<4,1,male_divorced/separated,None,4,real_estate,62,None,own,1,skilled,1,none,yes,good
817,None,6,critical,radio/tv,1554,<100,4<=x<7,1,female_divorced/separated/married,None,2,car_other,24,None,rent,2,skilled,1,yes,yes,good
818,<0,36,existing_credits_paid,others,15857,<100,unemployed,2,male_divorced/separated,co-applicant,3,car_other,43,None,own,1,management,1,none,yes,good
819,<0,18,existing_credits_paid,radio/tv,1345,<100,1<=x<4,4,male_married/widowed,None,3,real_estate,26,bank,own,1,skilled,1,none,yes,bad
820,None,12,existing_credits_paid,car_new,1101,<100,1<=x<4,3,male_married/widowed,None,2,real_estate,27,None,own,2,skilled,1,yes,yes,good
821,>=200,12,existing_credits_paid,radio/tv,3016,<100,1<=x<4,3,male_married/widowed,None,1,car_other,24,None,own,1,skilled,1,none,yes,good
822,<0,36,existing_credits_paid,furniture/equipment,2712,<100,>=7,2,male_single,None,2,savings_insurance,41,bank,own,1,skilled,2,none,yes,bad
823,<0,8,critical,car_new,731,<100,>=7,4,male_single,None,4,real_estate,47,None,own,2,unskilled,1,none,yes,good
824,None,18,critical,furniture/equipment,3780,<100,<1,3,male_divorced/separated,None,2,car_other,35,None,own,2,management,1,yes,yes,good
825,<0,21,critical,car_new,1602,<100,>=7,4,male_married/widowed,None,3,car_other,30,None,own,2,skilled,1,yes,yes,good
826,<0,18,critical,car_new,3966,<100,>=7,1,female_divorced/separated/married,None,4,real_estate,33,bank,rent,3,skilled,1,yes,yes,bad
827,None,18,no_credits_taken,business,4165,<100,1<=x<4,2,male_single,None,2,car_other,36,stores,own,2,skilled,2,none,yes,bad
828,<0,36,existing_credits_paid,car_used,8335,unknown,>=7,3,male_single,None,4,unknown,47,None,for_free,1,skilled,1,none,yes,bad
829,0<=x<200,48,delay_in_past,business,6681,unknown,1<=x<4,4,male_single,None,4,unknown,38,None,for_free,1,skilled,2,yes,yes,good
830,None,24,delay_in_past,business,2375,500<=x<1000,1<=x<4,4,male_single,None,2,car_other,44,None,own,2,skilled,2,yes,yes,good
831,<0,18,existing_credits_paid,car_new,1216,<100,<1,4,female_divorced/separated/married,None,3,car_other,23,None,rent,1,skilled,1,yes,yes,bad
832,<0,45,no_credits_taken,business,11816,<100,>=7,2,male_single,None,4,car_other,29,None,rent,2,skilled,1,none,yes,bad
833,0<=x<200,24,existing_credits_paid,radio/tv,5084,unknown,>=7,2,female_divorced/separated/married,None,4,car_other,42,None,own,1,skilled,1,yes,yes,good
834,>=200,15,existing_credits_paid,radio/tv,2327,<100,<1,2,female_divorced/separated/married,None,3,real_estate,25,None,own,1,unskilled,1,none,yes,bad
835,<0,12,no_credits_taken,car_new,1082,<100,1<=x<4,4,male_single,None,4,car_other,48,bank,own,2,skilled,1,none,yes,bad
836,None,12,existing_credits_paid,radio/tv,886,unknown,1<=x<4,4,female_divorced/separated/married,None,2,car_other,21,None,own,1,skilled,1,none,yes,good
837,None,4,existing_credits_paid,furniture/equipment,601,<100,<1,1,female_divorced/separated/married,None,3,real_estate,23,None,rent,1,unskilled,2,none,yes,good
838,<0,24,critical,car_used,2957,<100,>=7,4,male_single,None,4,savings_insurance,63,None,own,2,skilled,1,yes,yes,good
839,None,24,critical,radio/tv,2611,<100,>=7,4,male_married/widowed,co-applicant,3,real_estate,46,None,own,2,skilled,1,none,yes,good
840,<0,36,existing_credits_paid,furniture/equipment,5179,<100,4<=x<7,4,male_single,None,2,savings_insurance,29,None,own,1,skilled,1,none,yes,bad
841,None,21,delay_in_past,car_used,2993,<100,1<=x<4,3,male_single,None,2,real_estate,28,stores,own,2,unskilled,1,none,yes,good
842,None,18,existing_credits_paid,repairs,1943,<100,<1,4,female_divorced/separated/married,None,4,real_estate,23,None,own,1,skilled,1,none,yes,bad
843,None,24,all_credits_paid_bank,business,1559,<100,4<=x<7,4,male_single,None,4,car_other,50,bank,own,1,skilled,1,yes,yes,good
844,None,18,existing_credits_paid,furniture/equipment,3422,<100,>=7,4,male_single,None,4,savings_insurance,47,bank,own,3,skilled,2,yes,yes,good
845,0<=x<200,21,existing_credits_paid,furniture/equipment,3976,unknown,4<=x<7,2,male_single,None,3,car_other,35,None,own,1,skilled,1,yes,yes,good
846,None,18,existing_credits_paid,car_new,6761,unknown,1<=x<4,2,male_single,None,4,car_other,68,None,rent,2,skilled,1,none,yes,bad
847,None,24,existing_credits_paid,car_new,1249,<100,<1,4,male_married/widowed,None,2,real_estate,28,None,own,1,skilled,1,none,yes,good
848,<0,9,existing_credits_paid,radio/tv,1364,<100,4<=x<7,3,male_single,None,4,real_estate,59,None,own,1,skilled,1,none,yes,good
849,<0,12,existing_credits_paid,radio/tv,709,<100,>=7,4,male_single,None,4,real_estate,57,stores,own,1,unskilled,1,none,yes,bad
850,<0,20,critical,car_new,2235,<100,1<=x<4,4,male_married/widowed,guarantor,2,savings_insurance,33,bank,rent,2,skilled,1,none,no,bad
851,None,24,critical,car_used,4042,unknown,4<=x<7,3,male_single,None,4,savings_insurance,43,None,own,2,skilled,1,yes,yes,good
852,None,15,critical,radio/tv,1471,<100,1<=x<4,4,male_single,None,4,unknown,35,None,for_free,2,skilled,1,yes,yes,good
853,<0,18,all_credits_paid_bank,car_new,1442,<100,4<=x<7,4,male_single,None,4,unknown,32,None,for_free,2,unskilled,2,none,yes,bad
854,None,36,delay_in_past,car_new,10875,<100,>=7,2,male_single,None,2,car_other,45,None,own,2,skilled,2,yes,yes,good
855,None,24,existing_credits_paid,car_new,1474,100<=x<500,<1,4,male_married/widowed,None,3,real_estate,33,None,own,1,skilled,1,yes,yes,good
856,None,10,existing_credits_paid,retraining,894,unknown,4<=x<7,4,female_divorced/separated/married,None,3,savings_insurance,40,None,own,1,skilled,1,yes,yes,good
857,None,15,critical,furniture/equipment,3343,<100,1<=x<4,4,male_single,None,2,unknown,28,None,for_free,1,skilled,1,yes,yes,good
858,<0,15,existing_credits_paid,car_new,3959,<100,1<=x<4,3,female_divorced/separated/married,None,2,savings_insurance,29,None,own,1,skilled,1,yes,yes,bad
859,None,9,existing_credits_paid,car_new,3577,100<=x<500,1<=x<4,1,male_single,guarantor,2,real_estate,26,None,rent,1,skilled,2,none,no,good
860,None,24,critical,car_used,5804,>=1000,1<=x<4,4,male_single,None,2,real_estate,27,None,own,2,skilled,1,none,yes,good
861,None,18,delay_in_past,business,2169,<100,1<=x<4,4,male_married/widowed,None,2,car_other,28,None,own,1,skilled,1,yes,yes,bad
862,<0,24,existing_credits_paid,radio/tv,2439,<100,<1,4,female_divorced/separated/married,None,4,real_estate,35,None,own,1,skilled,1,yes,yes,bad
863,None,27,critical,furniture/equipment,4526,>=1000,<1,4,male_single,None,2,real_estate,32,stores,own,2,unskilled,2,yes,yes,good
864,None,10,existing_credits_paid,furniture/equipment,2210,<100,1<=x<4,2,male_single,None,2,real_estate,25,bank,rent,1,unskilled,1,none,yes,bad
865,None,15,existing_credits_paid,furniture/equipment,2221,500<=x<1000,1<=x<4,2,female_divorced/separated/married,None,4,car_other,20,None,rent,1,skilled,1,none,yes,good
866,<0,18,existing_credits_paid,radio/tv,2389,<100,<1,4,female_divorced/separated/married,None,1,car_other,27,stores,own,1,skilled,1,none,yes,good
867,None,12,critical,furniture/equipment,3331,<100,>=7,2,male_single,None,4,savings_insurance,42,stores,own,1,skilled,1,none,yes,good
868,None,36,existing_credits_paid,business,7409,unknown,>=7,3,male_single,None,2,savings_insurance,37,None,own,2,skilled,1,none,yes,good
869,<0,12,existing_credits_paid,furniture/equipment,652,<100,>=7,4,female_divorced/separated/married,None,4,savings_insurance,24,None,rent,1,skilled,1,none,yes,good
870,None,36,delay_in_past,furniture/equipment,7678,500<=x<1000,4<=x<7,2,female_divorced/separated/married,None,4,car_other,40,None,own,2,skilled,1,yes,yes,good
871,>=200,6,critical,car_new,1343,<100,>=7,1,male_single,None,4,real_estate,46,None,own,2,skilled,2,none,no,good
872,<0,24,critical,business,1382,100<=x<500,4<=x<7,4,male_single,None,1,real_estate,26,None,own,2,skilled,1,yes,yes,good
873,None,15,existing_credits_paid,domestic_appliances,874,unknown,<1,4,female_divorced/separated/married,None,1,real_estate,24,None,own,1,skilled,1,none,yes,good
874,<0,12,existing_credits_paid,furniture/equipment,3590,<100,1<=x<4,2,male_single,co-applicant,2,savings_insurance,29,None,own,1,unskilled,2,none,yes,good
875,0<=x<200,11,critical,car_new,1322,>=1000,1<=x<4,4,female_divorced/separated/married,None,4,car_other,40,None,own,2,skilled,1,none,yes,good
876,<0,18,all_credits_paid_bank,radio/tv,1940,<100,<1,3,male_single,co-applicant,4,unknown,36,bank,for_free,1,management,1,yes,yes,good
877,None,36,existing_credits_paid,radio/tv,3595,<100,>=7,4,male_single,None,2,car_other,28,None,own,1,skilled,1,none,yes,good
878,<0,9,existing_credits_paid,car_new,1422,<100,<1,3,male_single,None,2,unknown,27,None,for_free,1,management,1,yes,yes,bad
879,None,30,critical,radio/tv,6742,unknown,4<=x<7,2,male_single,None,3,savings_insurance,36,None,own,2,skilled,1,none,yes,good
880,None,24,existing_credits_paid,car_used,7814,<100,4<=x<7,3,male_single,None,3,car_other,38,None,own,1,management,1,yes,yes,good
881,None,24,existing_credits_paid,car_used,9277,unknown,1<=x<4,2,male_divorced/separated,None,4,unknown,48,None,for_free,1,skilled,1,yes,yes,good
882,0<=x<200,30,critical,car_new,2181,unknown,>=7,4,male_single,None,4,real_estate,36,None,own,2,skilled,1,none,yes,good
883,None,18,critical,radio/tv,1098,<100,unemployed,4,female_divorced/separated/married,None,4,car_other,65,None,own,2,unemployed,1,none,yes,good
884,0<=x<200,24,existing_credits_paid,furniture/equipment,4057,<100,4<=x<7,3,male_divorced/separated,None,3,car_other,43,None,own,1,skilled,1,yes,yes,bad
885,<0,12,existing_credits_paid,education,795,<100,<1,4,female_divorced/separated/married,None,4,savings_insurance,53,None,own,1,skilled,1,none,yes,bad
886,0<=x<200,24,critical,business,2825,unknown,4<=x<7,4,male_single,None,3,unknown,34,None,own,2,skilled,2,yes,yes,good
887,0<=x<200,48,existing_credits_paid,business,15672,<100,1<=x<4,2,male_single,None,2,car_other,23,None,own,1,skilled,1,yes,yes,bad
888,None,36,critical,car_new,6614,<100,>=7,4,male_single,None,4,car_other,34,None,own,2,management,1,yes,yes,good
889,None,28,all_credits_paid_bank,car_used,7824,unknown,<1,3,male_single,guarantor,4,real_estate,40,bank,rent,2,skilled,2,yes,yes,good
890,<0,27,critical,business,2442,<100,>=7,4,male_single,None,4,car_other,43,stores,own,4,management,2,yes,yes,good
891,None,15,critical,radio/tv,1829,<100,>=7,4,male_single,None,4,car_other,46,None,own,2,skilled,1,yes,yes,good
892,<0,12,critical,car_new,2171,<100,1<=x<4,4,male_single,None,4,savings_insurance,38,bank,own,2,unskilled,1,none,no,good
893,0<=x<200,36,critical,car_used,5800,<100,1<=x<4,3,male_single,None,4,car_other,34,None,own,2,skilled,1,yes,yes,good
894,None,18,critical,radio/tv,1169,unknown,1<=x<4,4,male_single,None,3,savings_insurance,29,None,own,2,skilled,1,yes,yes,good
895,None,36,delay_in_past,car_used,8947,unknown,4<=x<7,3,male_single,None,2,car_other,31,stores,own,1,management,2,yes,yes,good
896,<0,21,existing_credits_paid,radio/tv,2606,<100,<1,4,female_divorced/separated/married,None,4,savings_insurance,28,None,rent,1,management,1,yes,yes,good
897,None,12,critical,furniture/equipment,1592,>=1000,4<=x<7,3,female_divorced/separated/married,None,2,savings_insurance,35,None,own,1,skilled,1,none,no,good
898,None,15,existing_credits_paid,furniture/equipment,2186,unknown,4<=x<7,1,female_divorced/separated/married,None,4,real_estate,33,bank,rent,1,unskilled,1,none,yes,good
899,<0,18,existing_credits_paid,furniture/equipment,4153,<100,1<=x<4,2,male_single,co-applicant,3,car_other,42,None,own,1,skilled,1,none,yes,bad
900,<0,16,critical,car_new,2625,<100,>=7,2,male_single,guarantor,4,savings_insurance,43,bank,rent,1,skilled,1,yes,yes,bad
901,None,20,critical,car_new,3485,unknown,<1,2,male_divorced/separated,None,4,real_estate,44,None,own,2,skilled,1,yes,yes,good
902,None,36,critical,car_used,10477,unknown,>=7,2,male_single,None,4,unknown,42,None,for_free,2,skilled,1,none,yes,good
903,None,15,existing_credits_paid,radio/tv,1386,unknown,1<=x<4,4,male_married/widowed,None,2,real_estate,40,None,rent,1,skilled,1,yes,yes,good
904,None,24,existing_credits_paid,radio/tv,1278,<100,>=7,4,male_single,None,1,real_estate,36,None,own,1,management,1,yes,yes,good
905,<0,12,existing_credits_paid,radio/tv,1107,<100,1<=x<4,2,male_single,None,2,real_estate,20,None,rent,1,management,2,yes,yes,good
906,<0,21,existing_credits_paid,car_new,3763,unknown,4<=x<7,2,male_single,co-applicant,2,real_estate,24,None,own,1,unskilled,1,none,no,good
907,0<=x<200,36,existing_credits_paid,education,3711,unknown,1<=x<4,2,male_married/widowed,None,2,car_other,27,None,own,1,skilled,1,none,yes,good
908,None,15,delay_in_past,car_used,3594,<100,<1,1,female_divorced/separated/married,None,2,savings_insurance,46,None,own,2,unskilled,1,none,yes,good
909,0<=x<200,9,existing_credits_paid,car_new,3195,unknown,1<=x<4,1,female_divorced/separated/married,None,2,real_estate,33,None,own,1,unskilled,1,none,yes,good
910,None,36,delay_in_past,radio/tv,4454,<100,1<=x<4,4,female_divorced/separated/married,None,4,real_estate,34,None,own,2,skilled,1,none,yes,good
911,0<=x<200,24,critical,furniture/equipment,4736,<100,<1,2,female_divorced/separated/married,None,4,car_other,25,bank,own,1,unskilled,1,none,yes,bad
912,0<=x<200,30,existing_credits_paid,radio/tv,2991,unknown,>=7,2,female_divorced/separated/married,None,4,car_other,25,None,own,1,skilled,1,none,yes,good
913,None,11,existing_credits_paid,business,2142,>=1000,>=7,1,male_divorced/separated,None,2,real_estate,28,None,own,1,skilled,1,yes,yes,good
914,<0,24,all_credits_paid_bank,business,3161,<100,1<=x<4,4,male_single,None,2,savings_insurance,31,None,rent,1,skilled,1,yes,yes,bad
915,0<=x<200,48,no_credits_taken,others,18424,<100,1<=x<4,1,female_divorced/separated/married,None,2,savings_insurance,32,bank,own,1,management,1,yes,no,bad
916,None,10,existing_credits_paid,car_used,2848,100<=x<500,1<=x<4,1,male_single,co-applicant,2,real_estate,32,None,own,1,skilled,2,none,yes,good
917,<0,6,existing_credits_paid,car_new,14896,<100,>=7,1,male_single,None,4,unknown,68,bank,own,1,management,1,yes,yes,bad
918,<0,24,existing_credits_paid,furniture/equipment,2359,100<=x<500,unemployed,1,male_divorced/separated,None,1,savings_insurance,33,None,own,1,skilled,1,none,yes,bad
919,<0,24,existing_credits_paid,furniture/equipment,3345,<100,>=7,4,male_single,None,2,savings_insurance,39,None,rent,1,management,1,yes,yes,bad
920,None,18,critical,furniture/equipment,1817,<100,1<=x<4,4,female_divorced/separated/married,None,2,unknown,28,None,own,2,skilled,1,none,yes,good
921,None,48,delay_in_past,radio/tv,12749,500<=x<1000,4<=x<7,4,male_single,None,1,car_other,37,None,own,1,management,1,yes,yes,good
922,<0,9,existing_credits_paid,radio/tv,1366,<100,<1,3,female_divorced/separated/married,None,4,savings_insurance,22,None,rent,1,skilled,1,none,yes,bad
923,0<=x<200,12,existing_credits_paid,car_new,2002,<100,4<=x<7,3,male_single,None,4,savings_insurance,30,None,rent,1,skilled,2,yes,yes,good
924,<0,24,all_credits_paid_bank,furniture/equipment,6872,<100,<1,2,male_divorced/separated,None,1,savings_insurance,55,bank,own,1,skilled,1,yes,yes,bad
925,<0,12,all_credits_paid_bank,car_new,697,<100,<1,4,male_single,None,2,car_other,46,bank,own,2,skilled,1,yes,yes,bad
926,<0,18,critical,furniture/equipment,1049,<100,<1,4,female_divorced/separated/married,None,4,savings_insurance,21,None,rent,1,skilled,1,none,yes,good
927,<0,48,existing_credits_paid,car_used,10297,<100,4<=x<7,4,male_single,None,4,unknown,39,stores,for_free,3,skilled,2,yes,yes,bad
928,None,30,existing_credits_paid,radio/tv,1867,unknown,>=7,4,male_single,None,4,car_other,58,None,own,1,skilled,1,yes,yes,good
929,<0,12,delay_in_past,car_new,1344,<100,1<=x<4,4,male_single,None,2,real_estate,43,None,own,2,unskilled,2,none,yes,good
930,<0,24,existing_credits_paid,furniture/equipment,1747,<100,<1,4,male_single,co-applicant,1,savings_insurance,24,None,own,1,unskilled,1,none,no,good
931,0<=x<200,9,existing_credits_paid,radio/tv,1670,<100,<1,4,female_divorced/separated/married,None,2,car_other,22,None,own,1,skilled,1,yes,yes,bad
932,None,9,critical,car_new,1224,<100,1<=x<4,3,male_single,None,1,real_estate,30,None,own,2,skilled,1,none,yes,good
933,None,12,critical,radio/tv,522,500<=x<1000,>=7,4,male_single,None,4,savings_insurance,42,None,own,2,skilled,2,yes,yes,good
934,<0,12,existing_credits_paid,radio/tv,1498,<100,1<=x<4,4,female_divorced/separated/married,None,1,car_other,23,bank,own,1,skilled,1,none,yes,good
935,0<=x<200,30,delay_in_past,radio/tv,1919,100<=x<500,<1,4,male_single,None,3,unknown,30,stores,own,2,management,1,none,yes,bad
936,>=200,9,existing_credits_paid,radio/tv,745,<100,1<=x<4,3,female_divorced/separated/married,None,2,real_estate,28,None,own,1,unskilled,1,none,yes,bad
937,0<=x<200,6,existing_credits_paid,radio/tv,2063,<100,<1,4,male_married/widowed,None,3,car_other,30,None,rent,1,management,1,yes,yes,good
938,0<=x<200,60,existing_credits_paid,education,6288,<100,1<=x<4,4,male_single,None,4,unknown,42,None,for_free,1,skilled,1,none,yes,bad
939,None,24,critical,car_used,6842,unknown,1<=x<4,2,male_single,None,4,savings_insurance,46,None,own,2,management,2,yes,yes,good
940,None,12,existing_credits_paid,car_new,3527,unknown,<1,2,male_single,None,3,savings_insurance,45,None,own,1,management,2,yes,yes,good
941,None,10,existing_credits_paid,car_new,1546,<100,1<=x<4,3,male_single,None,2,real_estate,31,None,own,1,unskilled,2,none,no,good
942,None,24,existing_credits_paid,furniture/equipment,929,unknown,4<=x<7,4,male_single,None,2,car_other,31,stores,own,1,skilled,1,yes,yes,good
943,None,4,critical,car_new,1455,<100,4<=x<7,2,male_single,None,1,real_estate,42,None,own,3,unskilled,2,none,yes,good
944,<0,15,existing_credits_paid,furniture/equipment,1845,<100,<1,4,female_divorced/separated/married,guarantor,1,savings_insurance,46,None,rent,1,skilled,1,none,yes,good
945,0<=x<200,48,no_credits_taken,car_new,8358,500<=x<1000,<1,1,female_divorced/separated/married,None,1,car_other,30,None,own,2,skilled,1,none,yes,good
946,<0,24,all_credits_paid_bank,furniture/equipment,3349,500<=x<1000,<1,4,male_single,None,4,unknown,30,None,for_free,1,skilled,2,yes,yes,bad
947,None,12,existing_credits_paid,car_new,2859,unknown,unemployed,4,male_single,None,4,unknown,38,None,own,1,management,1,yes,yes,good
948,None,18,existing_credits_paid,furniture/equipment,1533,<100,<1,4,male_married/widowed,co-applicant,1,savings_insurance,43,None,own,1,unskilled,2,none,yes,bad
949,None,24,existing_credits_paid,radio/tv,3621,100<=x<500,>=7,2,male_single,None,4,car_other,31,None,own,2,skilled,1,none,yes,bad
950,0<=x<200,18,critical,business,3590,<100,unemployed,3,male_married/widowed,None,3,car_other,40,None,own,3,unemployed,2,yes,yes,good
951,<0,36,delay_in_past,business,2145,<100,4<=x<7,2,male_single,None,1,car_other,24,None,own,2,skilled,1,yes,yes,bad
952,0<=x<200,24,existing_credits_paid,car_used,4113,500<=x<1000,<1,3,female_divorced/separated/married,None,4,car_other,28,None,rent,1,skilled,1,none,yes,bad
953,None,36,existing_credits_paid,furniture/equipment,10974,<100,unemployed,4,female_divorced/separated/married,None,2,car_other,26,None,own,2,management,1,yes,yes,bad
